 sp  tstp    time
381     1 11581.5
381     2 11597.0
381     2 11597.0
381     2 11597.0
381     2 11597.0
382     1 11612.5
382     1 11612.5
382     1 11612.5
382     1 11612.5
382     2 11628.0
382     2 11628.0
382     2 11628.0
382     2 11628.0
383     1 11642.5
383     1 11642.5
383     1 11642.5
383     1 11642.5
383     2 11657.0
383     2 11657.0
383     2 11657.0
383     2 11657.0
384     1 11672.5
384     1 11672.5
384     1 11672.5
384     1 11672.5
384     2 11688.0
384     2 11688.0
384     2 11688.0
384     2 11688.0
385     1 11703.0
385     1 11703.0
385     1 11703.0
385     1 11703.0
385     2 11718.0
385     2 11718.0
385     2 11718.0
385     2 11718.0
386     1 11733.5
386     1 11733.5
386     1 11733.5
386     1 11733.5
386     2 11749.0
386     2 11749.0
386     2 11749.0
386     2 11749.0
387     1 11764.0
387     1 11764.0
387     1 11764.0
387     1 11764.0
387     2 11779.0
387     2 11779.0
387     2 11779.0
387     2 11779.0
388     1 11794.5
388     1 11794.5
388     1 11794.5
388     1 11794.5
388     2 11810.0
388     2 11810.0
388     2 11810.0
388     2 11810.0
389     1 11825.5
389     1 11825.5
389     1 11825.5
389     1 11825.5
389     2 11841.0
389     2 11841.0
389     2 11841.0
389     2 11841.0
390     1 11856.0
390     1 11856.0
390     1 11856.0
390     1 11856.0
390     2 11871.0
390     2 11871.0
390     2 11871.0
390     2 11871.0
391     1 11886.5
391     1 11886.5
391     1 11886.5
391     1 11886.5
391     2 11902.0
391     2 11902.0
391     2 11902.0
391     2 11902.0
392     1 11917.0
392     1 11917.0
392     1 11917.0
392     1 11917.0
392     2 11932.0
392     2 11932.0
392     2 11932.0
392     2 11932.0
393     1 11947.5
393     1 11947.5
393     1 11947.5
393     1 11947.5
393     2 11963.0
393     2 11963.0
393     2 11963.0
393     2 11963.0
394     1 11978.5
394     1 11978.5
394     1 11978.5
394     1 11978.5
394     2 11994.0
394     2 11994.0
394     2 11994.0
394     2 11994.0
395     1 12008.0
395     1 12008.0
395     1 12008.0
395     1 12008.0
395     2 12022.0
395     2 12022.0
395     2 12022.0
395     2 12022.0
396     1 12037.5
396     1 12037.5
396     1 12037.5
396     1 12037.5
396     2 12053.0
396     2 12053.0
396     2 12053.0
396     2 12053.0
397     1 12068.0
397     1 12068.0
397     1 12068.0
397     1 12068.0
397     2 12083.0
397     2 12083.0
397     2 12083.0
397     2 12083.0
398     1 12098.5
398     1 12098.5
398     1 12098.5
398     1 12098.5
398     2 12114.0
398     2 12114.0
398     2 12114.0
398     2 12114.0
399     1 12129.0
399     1 12129.0
399     1 12129.0
399     1 12129.0
399     2 12144.0
399     2 12144.0
399     2 12144.0
399     2 12144.0
400     1 12159.5
400     1 12159.5
400     1 12159.5
400     1 12159.5
400     2 12175.0
400     2 12175.0
400     2 12175.0
400     2 12175.0
401     1 12190.5
401     1 12190.5
401     1 12190.5
401     1 12190.5
401     2 12206.0
401     2 12206.0
401     2 12206.0
401     2 12206.0
402     1 12221.0
402     1 12221.0
402     1 12221.0
402     1 12221.0
402     2 12236.0
402     2 12236.0
402     2 12236.0
402     2 12236.0
403     1 12251.5
403     1 12251.5
403     1 12251.5
403     1 12251.5
403     2 12267.0
403     2 12267.0
403     2 12267.0
403     2 12267.0
404     1 12282.0
404     1 12282.0
404     1 12282.0
404     1 12282.0
404     2 12297.0
404     2 12297.0
404     2 12297.0
404     2 12297.0
405     1 12312.5
405     1 12312.5
405     1 12312.5
405     1 12312.5
405     2 12328.0
405     2 12328.0
405     2 12328.0
405     2 12328.0
406     1 12343.5
406     1 12343.5
406     1 12343.5
406     1 12343.5
406     2 12359.0
406     2 12359.0
406     2 12359.0
406     2 12359.0
407     1 12373.0
407     1 12373.0
407     1 12373.0
407     1 12373.0
407     2 12387.0
407     2 12387.0
407     2 12387.0
407     2 12387.0
408     1 12402.5
408     1 12402.5
408     1 12402.5
408     1 12402.5
408     2 12418.0
408     2 12418.0
408     2 12418.0
408     2 12418.0
409     1 12433.0
409     1 12433.0
409     1 12433.0
409     1 12433.0
409     2 12448.0
409     2 12448.0
409     2 12448.0
409     2 12448.0
410     1 12463.5
410     1 12463.5
410     1 12463.5
410     1 12463.5
410     2 12479.0
410     2 12479.0
410     2 12479.0
410     2 12479.0
411     1 12494.0
411     1 12494.0
411     1 12494.0
411     1 12494.0
411     2 12509.0
411     2 12509.0
411     2 12509.0
411     2 12509.0
412     1 12524.5
412     1 12524.5
412     1 12524.5
412     1 12524.5
412     2 12540.0
412     2 12540.0
412     2 12540.0
412     2 12540.0
413     1 12555.5
413     1 12555.5
413     1 12555.5
413     1 12555.5
413     2 12571.0
413     2 12571.0
413     2 12571.0
413     2 12571.0
414     1 12586.0
414     1 12586.0
414     1 12586.0
414     1 12586.0
414     2 12601.0
414     2 12601.0
414     2 12601.0
414     2 12601.0
415     1 12616.5
415     1 12616.5
415     1 12616.5
415     1 12616.5
415     2 12632.0
415     2 12632.0
415     2 12632.0
415     2 12632.0
416     1 12647.0
416     1 12647.0
416     1 12647.0
416     1 12647.0
416     2 12662.0
416     2 12662.0
416     2 12662.0
416     2 12662.0
417     1 12677.5
417     1 12677.5
417     1 12677.5
417     1 12677.5
417     2 12693.0
417     2 12693.0
417     2 12693.0
417     2 12693.0
418     1 12708.5
418     1 12708.5
418     1 12708.5
418     1 12708.5
418     2 12724.0
418     2 12724.0
418     2 12724.0
418     2 12724.0
419     1 12738.0
419     1 12738.0
419     1 12738.0
419     1 12738.0
419     2 12752.0
419     2 12752.0
419     2 12752.0
419     2 12752.0
420     1 12767.5
420     1 12767.5
420     1 12767.5
420     1 12767.5
420     2 12783.0
420     2 12783.0
420     2 12783.0
420     2 12783.0
421     1 12798.0
421     1 12798.0
421     1 12798.0
421     1 12798.0
421     2 12813.0
421     2 12813.0
421     2 12813.0
421     2 12813.0
422     1 12828.5
422     1 12828.5
422     1 12828.5
422     1 12828.5
422     2 12844.0
422     2 12844.0
422     2 12844.0
422     2 12844.0
423     1 12859.0
423     1 12859.0
423     1 12859.0
423     1 12859.0
423     2 12874.0
423     2 12874.0
423     2 12874.0
423     2 12874.0
424     1 12889.5
424     1 12889.5
424     1 12889.5
424     1 12889.5
424     2 12905.0
424     2 12905.0
424     2 12905.0
424     2 12905.0
425     1 12920.5
425     1 12920.5
425     1 12920.5
425     1 12920.5
425     2 12936.0
425     2 12936.0
425     2 12936.0
425     2 12936.0
426     1 12951.0
426     1 12951.0
426     1 12951.0
426     1 12951.0
426     2 12966.0
426     2 12966.0
426     2 12966.0
426     2 12966.0
427     1 12981.5
427     1 12981.5
427     1 12981.5
427     1 12981.5
427     2 12997.0
427     2 12997.0
427     2 12997.0
427     2 12997.0
428     1 13012.0
428     1 13012.0
428     1 13012.0
428     1 13012.0
428     2 13027.0
428     2 13027.0
428     2 13027.0
428     2 13027.0
429     1 13042.5
429     1 13042.5
429     1 13042.5
429     1 13042.5
429     2 13058.0
429     2 13058.0
429     2 13058.0
429     2 13058.0
430     1 13073.5
430     1 13073.5
430     1 13073.5
430     1 13073.5
430     2 13089.0
430     2 13089.0
430     2 13089.0
430     2 13089.0
431     1 13103.5
431     1 13103.5
431     1 13103.5
431     1 13103.5
431     2 13118.0
431     2 13118.0
431     2 13118.0
431     2 13118.0
432     1 13133.5
432     1 13133.5
432     1 13133.5
432     1 13133.5
432     2 13149.0
432     2 13149.0
432     2 13149.0
432     2 13149.0
433     1 13164.0
433     1 13164.0
433     1 13164.0
433     1 13164.0
433     2 13179.0
433     2 13179.0
433     2 13179.0
433     2 13179.0
434     1 13194.5
434     1 13194.5
434     1 13194.5
434     1 13194.5
434     2 13210.0
434     2 13210.0
434     2 13210.0
434     2 13210.0
435     1 13225.0
435     1 13225.0
435     1 13225.0
435     1 13225.0
435     2 13240.0
435     2 13240.0
435     2 13240.0
435     2 13240.0
436     1 13255.5
436     1 13255.5
436     1 13255.5
436     1 13255.5
436     2 13271.0
436     2 13271.0
436     2 13271.0
436     2 13271.0
437     1 13286.5
437     1 13286.5
437     1 13286.5
437     1 13286.5
437     2 13302.0
437     2 13302.0
437     2 13302.0
437     2 13302.0
438     1 13317.0
438     1 13317.0
438     1 13317.0
438     1 13317.0
438     2 13332.0
438     2 13332.0
438     2 13332.0
438     2 13332.0
439     1 13347.5
439     1 13347.5
439     1 13347.5
439     1 13347.5
439     2 13363.0
439     2 13363.0
439     2 13363.0
439     2 13363.0
440     1 13378.0
440     1 13378.0
440     1 13378.0
440     1 13378.0
440     2 13393.0
440     2 13393.0
440     2 13393.0
440     2 13393.0
441     1 13408.5
441     1 13408.5
441     1 13408.5
441     1 13408.5
441     2 13424.0
441     2 13424.0
441     2 13424.0
441     2 13424.0
442     1 13439.5
442     1 13439.5
442     1 13439.5
442     1 13439.5
442     2 13455.0
442     2 13455.0
442     2 13455.0
442     2 13455.0
443     1 13469.0
443     1 13469.0
443     1 13469.0
443     1 13469.0
443     2 13483.0
443     2 13483.0
443     2 13483.0
443     2 13483.0
444     1 13498.5
444     1 13498.5
444     1 13498.5
444     1 13498.5
444     2 13514.0
444     2 13514.0
444     2 13514.0
444     2 13514.0
445     1 13529.0
445     1 13529.0
445     1 13529.0
445     1 13529.0
445     2 13544.0
445     2 13544.0
445     2 13544.0
445     2 13544.0
446     1 13559.5
446     1 13559.5
446     1 13559.5
446     1 13559.5
446     2 13575.0
446     2 13575.0
446     2 13575.0
446     2 13575.0
447     1 13590.0
447     1 13590.0
447     1 13590.0
447     1 13590.0
447     2 13605.0
447     2 13605.0
447     2 13605.0
447     2 13605.0
448     1 13620.5
448     1 13620.5
448     1 13620.5
448     1 13620.5
448     2 13636.0
448     2 13636.0
448     2 13636.0
448     2 13636.0
449     1 13651.5
449     1 13651.5
449     1 13651.5
449     1 13651.5
449     2 13667.0
449     2 13667.0
449     2 13667.0
449     2 13667.0
450     1 13682.0
450     1 13682.0
450     1 13682.0
450     1 13682.0
450     2 13697.0
450     2 13697.0
450     2 13697.0
450     2 13697.0
451     1 13712.5
451     1 13712.5
451     1 13712.5
451     1 13712.5
451     2 13728.0
451     2 13728.0
451     2 13728.0
451     2 13728.0
452     1 13743.0
452     1 13743.0
452     1 13743.0
452     1 13743.0
452     2 13758.0
452     2 13758.0
452     2 13758.0
452     2 13758.0
453     1 13773.5
453     1 13773.5
453     1 13773.5
453     1 13773.5
453     2 13789.0
453     2 13789.0
453     2 13789.0
453     2 13789.0
454     1 13804.5
454     1 13804.5
454     1 13804.5
454     1 13804.5
454     2 13820.0
454     2 13820.0
454     2 13820.0
454     2 13820.0
455     1 13834.0
455     1 13834.0
455     1 13834.0
455     1 13834.0
455     2 13848.0
455     2 13848.0
455     2 13848.0
455     2 13848.0
456     1 13863.5
456     1 13863.5
456     1 13863.5
456     1 13863.5
456     2 13879.0
456     2 13879.0
456     2 13879.0
456     2 13879.0
457     1 13894.0
457     1 13894.0
457     1 13894.0
457     1 13894.0
457     2 13909.0
457     2 13909.0
457     2 13909.0
457     2 13909.0
458     1 13924.5
458     1 13924.5
458     1 13924.5
458     1 13924.5
458     2 13940.0
458     2 13940.0
458     2 13940.0
458     2 13940.0
459     1 13955.0
459     1 13955.0
459     1 13955.0
459     1 13955.0
459     2 13970.0
459     2 13970.0
459     2 13970.0
459     2 13970.0
460     1 13985.5
460     1 13985.5
460     1 13985.5
460     1 13985.5
460     2 14001.0
460     2 14001.0
460     2 14001.0
460     2 14001.0
461     1 14016.5
461     1 14016.5
461     1 14016.5
461     1 14016.5
461     2 14032.0
461     2 14032.0
461     2 14032.0
461     2 14032.0
462     1 14047.0
462     1 14047.0
462     1 14047.0
462     1 14047.0
462     2 14062.0
462     2 14062.0
462     2 14062.0
462     2 14062.0
463     1 14077.5
463     1 14077.5
463     1 14077.5
463     1 14077.5
463     2 14093.0
463     2 14093.0
463     2 14093.0
463     2 14093.0
464     1 14108.0
464     1 14108.0
464     1 14108.0
464     1 14108.0
464     2 14123.0
464     2 14123.0
464     2 14123.0
464     2 14123.0
465     1 14138.5
465     1 14138.5
465     1 14138.5
465     1 14138.5
465     2 14154.0
465     2 14154.0
465     2 14154.0
465     2 14154.0
466     1 14169.5
466     1 14169.5
466     1 14169.5
466     1 14169.5
466     2 14185.0
466     2 14185.0
466     2 14185.0
466     2 14185.0
467     1 14199.0
467     1 14199.0
467     1 14199.0
467     1 14199.0
467     2 14213.0
467     2 14213.0
467     2 14213.0
467     2 14213.0
468     1 14228.5
468     1 14228.5
468     1 14228.5
468     1 14228.5
468     2 14244.0
468     2 14244.0
468     2 14244.0
468     2 14244.0
469     1 14259.0
469     1 14259.0
469     1 14259.0
469     1 14259.0
469     2 14274.0
469     2 14274.0
469     2 14274.0
469     2 14274.0
470     1 14289.5
470     1 14289.5
470     1 14289.5
470     1 14289.5
470     2 14305.0
470     2 14305.0
470     2 14305.0
470     2 14305.0
471     1 14320.0
471     1 14320.0
471     1 14320.0
471     1 14320.0
471     2 14335.0
471     2 14335.0
471     2 14335.0
471     2 14335.0
472     1 14350.5
472     1 14350.5
472     1 14350.5
472     1 14350.5
472     2 14366.0
472     2 14366.0
472     2 14366.0
472     2 14366.0
473     1 14381.5
473     1 14381.5
473     1 14381.5
473     1 14381.5
473     2 14397.0
473     2 14397.0
473     2 14397.0
473     2 14397.0
474     1 14412.0
474     1 14412.0
474     1 14412.0
474     1 14412.0
474     2 14427.0
474     2 14427.0
474     2 14427.0
474     2 14427.0
