wellname,time,obsgwl,obsname,weights
T244MW10D,1/22/2004,35.47,t244mw10d_9,1
T244MW10D,4/19/2004,33.72,t244mw10d_10,1
T244MW10D,7/22/2004,29.38,t244mw10d_11,1
T244MW10D,10/26/2004,31.68,t244mw10d_12,1
T244MW10D,1/19/2005,37.23,t244mw10d_13,1
T244MW10D,4/25/2005,35.6,t244mw10d_14,1
T244MW10D,7/26/2005,31.65,t244mw10d_15,1
T244MW10D,11/14/2005,30.83,t244mw10d_16,1
T244MW10D,2/15/2006,32.18,t244mw10d_17,1
T244MW11D,1/16/2002,31.5,t244mw11d_1,1
T244MW11D,4/17/2002,27.92,t244mw11d_2,1
T244MW11D,7/15/2002,22.54,t244mw11d_3,1
T244MW11D,11/1/2002,22.37,t244mw11d_4,1
T244MW11D,1/31/2003,30.35,t244mw11d_5,1
T244MW11D,4/16/2003,30.43,t244mw11d_6,1
T244MW11D,7/16/2003,23.85,t244mw11d_7,1
T244MW11D,10/27/2003,23.34,t244mw11d_8,1
T244MW11D,1/22/2004,29.29,t244mw11d_9,1
T244MW11D,4/19/2004,28.44,t244mw11d_10,1
T244MW11D,7/22/2004,22.71,t244mw11d_11,1
T244MW11D,10/26/2004,25.51,t244mw11d_12,1
T244MW11D,1/19/2005,28.3,t244mw11d_13,1
T244MW11D,4/25/2005,29.83,t244mw11d_14,1
T244MW11D,7/26/2005,25.69,t244mw11d_15,1
T244MW11D,11/14/2005,26.21,t244mw11d_16,1
T244MW11D,2/15/2006,30.11,t244mw11d_17,1
T244MW-4,1/16/2002,35.37,t244mw-4_1,1
T244MW-4,4/17/2002,33.84,t244mw-4_2,1
T244MW-4,7/15/2002,32.89,t244mw-4_3,1
T244MW-4,11/1/2002,31.29,t244mw-4_4,1
T244MW-4,1/31/2003,35.39,t244mw-4_5,1
T244MW-4,4/16/2003,36.28,t244mw-4_6,1
T244MW-4,7/16/2003,32.84,t244mw-4_7,1
T244MW-4,10/27/2003,31.64,t244mw-4_8,1
T244MW-4,1/22/2004,34.48,t244mw-4_9,1
T244MW-4,4/19/2004,33.03,t244mw-4_10,1
T244MW-4,7/22/2004,31.26,t244mw-4_11,1
T244MW-4,10/26/2004,32.96,t244mw-4_12,1
T244MW-4,1/19/2005,35.82,t244mw-4_13,1
T244MW-4,4/25/2005,34.46,t244mw-4_14,1
T244MW-4,7/26/2005,33.1,t244mw-4_15,1
T244MW-4,11/14/2005,32.41,t244mw-4_16,1
T244MW-4,2/15/2006,35.06,t244mw-4_17,1
T244MW-6,1/16/2002,36.14,t244mw-6_1,1
T244MW-6,4/17/2002,34.54,t244mw-6_2,1
T244MW-6,7/15/2002,32.27,t244mw-6_3,1
T244MW-6,11/1/2002,30.92,t244mw-6_4,1
T244MW-6,1/31/2003,36.55,t244mw-6_5,1
T244MW-6,4/16/2003,36.72,t244mw-6_6,1
T244MW-6,7/16/2003,32.81,t244mw-6_7,1
T244MW-6,10/27/2003,31.13,t244mw-6_8,1
T244MW-6,1/22/2004,34.72,t244mw-6_9,1
T244MW-6,4/19/2004,32.75,t244mw-6_10,1
T244MW-6,7/22/2004,30.47,t244mw-6_11,1
T244MW-6,10/26/2004,31.54,t244mw-6_12,1
T244MW-6,1/19/2005,36.58,t244mw-6_13,1
T244MW-6,4/25/2005,34.72,t244mw-6_14,1
T244MW-6,7/26/2005,32.97,t244mw-6_15,1
T244MW-6,11/14/2005,31.45,t244mw-6_16,1
T244MW-6,2/15/2006,35.8,t244mw-6_17,1
T244MW-7S,1/16/2002,34.28,t244mw-7s_1,1
T244MW-7S,4/17/2002,32.85,t244mw-7s_2,1
T244MW-7S,7/15/2002,31.02,t244mw-7s_3,1
T244MW-7S,11/1/2002,29.73,t244mw-7s_4,1
T244MW-7S,1/31/2003,34.27,t244mw-7s_5,1
T244MW-7S,4/16/2003,34.81,t244mw-7s_6,1
T244MW-7S,7/16/2003,31.29,t244mw-7s_7,1
T244MW-7S,10/27/2003,29.84,t244mw-7s_8,1
T244MW-7S,1/22/2004,33.46,t244mw-7s_9,1
T244MW-7S,4/19/2004,32.11,t244mw-7s_10,1
T244MW-7S,7/22/2004,29.96,t244mw-7s_11,1
T244MW-7S,10/26/2004,30.81,t244mw-7s_12,1
T244MW-7S,1/19/2005,34.89,t244mw-7s_13,1
T244MW-7S,4/25/2005,32.76,t244mw-7s_14,1
T244MW-7S,7/26/2005,31.84,t244mw-7s_15,1
T244MW-7S,11/14/2005,30.81,t244mw-7s_16,1
T244MW-7S,2/15/2006,33.04,t244mw-7s_17,1
T244MW-8S,1/16/2002,37.42,t244mw-8s_1,1
T244MW-8S,4/17/2002,35.81,t244mw-8s_2,1
T244MW-8S,7/15/2002,34.31,t244mw-8s_3,1
T244MW-8S,11/1/2002,33.42,t244mw-8s_4,1
T244MW-8S,1/31/2003,37.71,t244mw-8s_5,1
T244MW-8S,4/16/2003,39.21,t244mw-8s_6,1
T244MW-8S,7/16/2003,34.79,t244mw-8s_7,1
T244MW-8S,10/27/2003,33.75,t244mw-8s_8,1
T244MW-8S,1/22/2004,34.16,t244mw-8s_9,1
T244MW-8S,4/19/2004,33.21,t244mw-8s_10,1
T244MW-8S,7/22/2004,31.61,t244mw-8s_11,1
T244MW-8S,10/26/2004,32.66,t244mw-8s_12,1
T244MW-8S,1/19/2005,37.45,t244mw-8s_13,1
T244MW-8S,4/25/2005,35.86,t244mw-8s_14,1
T244MW-8S,7/26/2005,33.41,t244mw-8s_15,1
T244MW-8S,11/14/2005,33.01,t244mw-8s_16,1
T244MW-8S,2/15/2006,36.78,t244mw-8s_17,1
T244MW-9D,1/16/2002,32.77,t244mw-9d_1,1
T244MW-9D,4/17/2002,29.22,t244mw-9d_2,1
T244MW-9D,7/15/2002,23.41,t244mw-9d_3,1
T244MW-9D,11/1/2002,23.56,t244mw-9d_4,1
T244MW-9D,1/31/2003,30.65,t244mw-9d_5,1
T244MW-9D,4/16/2003,31.89,t244mw-9d_6,1
T244MW-9D,7/16/2003,23.7,t244mw-9d_7,1
T244MW-9D,10/27/2003,23.3,t244mw-9d_8,1
T244MW-9D,1/22/2004,30.13,t244mw-9d_9,1
T244MW-9D,4/19/2004,29.72,t244mw-9d_10,1
T244MW-9D,7/22/2004,23.65,t244mw-9d_11,1
T244MW-9D,10/26/2004,28.65,t244mw-9d_12,1
T244MW-9D,1/19/2005,33.26,t244mw-9d_13,1
T244MW-9D,4/25/2005,31.29,t244mw-9d_14,1
T244MW-9D,7/26/2005,26.84,t244mw-9d_15,1
T244MW-9D,11/14/2005,27.68,t244mw-9d_16,1
T244MW-9D,2/15/2006,31.22,t244mw-9d_17,1
T244PZ-1,1/16/2002,35.21,t244pz-1_1,1
T244PZ-1,4/17/2002,31.42,t244pz-1_2,1
T244PZ-1,7/15/2002,26.85,t244pz-1_3,1
T244PZ-1,11/1/2002,24.53,t244pz-1_4,1
T244PZ-1,1/31/2003,31.52,t244pz-1_5,1
T244PZ-1,4/16/2003,32.86,t244pz-1_6,1
T244PZ-1,7/16/2003,25.31,t244pz-1_7,1
T244PZ-1,10/27/2003,24.73,t244pz-1_8,1
T244PZ-1,1/22/2004,30.96,t244pz-1_9,1
T244PZ-1,4/19/2004,30.24,t244pz-1_10,1
T244PZ-1,7/22/2004,25,t244pz-1_11,1
T244PZ-1,10/26/2004,29.16,t244pz-1_12,1
T244PZ-1,1/19/2005,34.12,t244pz-1_13,1
T244PZ-1,4/25/2005,32.11,t244pz-1_14,1
T244PZ-1,7/26/2005,27.74,t244pz-1_15,1
T244PZ-1,11/14/2005,28.71,t244pz-1_16,1
T244PZ-1,2/15/2006,32.43,t244pz-1_17,1
T244PZ-2,1/16/2002,39.44,t244pz-2_1,1
T244PZ-2,4/17/2002,36.36,t244pz-2_2,1
T244PZ-2,7/15/2002,32.3,t244pz-2_3,1
T244PZ-2,11/1/2002,31.83,t244pz-2_4,1
T244PZ-2,1/31/2003,38.02,t244pz-2_5,1
T244PZ-2,4/16/2003,37.9,t244pz-2_6,1
T244PZ-2,7/16/2003,32.84,t244pz-2_7,1
T244PZ-2,10/27/2003,31.99,t244pz-2_8,1
T244PZ-2,1/22/2004,37.65,t244pz-2_9,1
T244PZ-2,4/19/2004,35.82,t244pz-2_10,1
T244PZ-2,7/22/2004,31.89,t244pz-2_11,1
T244PZ-2,10/26/2004,33.99,t244pz-2_12,1
T244PZ-2,1/19/2005,38.69,t244pz-2_13,1
T244PZ-2,4/25/2005,38.84,t244pz-2_14,1
T244PZ-2,7/26/2005,34.01,t244pz-2_15,1
T244PZ-2,11/14/2005,34.24,t244pz-2_16,1
T244PZ-2,2/15/2006,39.48,t244pz-2_17,1
T244PZ-3,1/16/2002,31.56,t244pz-3_1,1
T244PZ-3,4/17/2002,27.93,t244pz-3_2,1
T244PZ-3,7/15/2002,22.59,t244pz-3_3,1
T244PZ-3,11/1/2002,22.44,t244pz-3_4,1
T244PZ-3,1/31/2003,29.96,t244pz-3_5,1
T244PZ-3,4/16/2003,30.49,t244pz-3_6,1
T244PZ-3,7/16/2003,23.69,t244pz-3_7,1
T244PZ-3,10/27/2003,22.71,t244pz-3_8,1
T244PZ-3,1/22/2004,29.35,t244pz-3_9,1
T244PZ-3,4/19/2004,28.44,t244pz-3_10,1
T244PZ-3,7/22/2004,22.79,t244pz-3_11,1
T244PZ-3,10/26/2004,26.19,t244pz-3_12,1
T244PZ-3,1/19/2005,31.77,t244pz-3_13,1
T244PZ-3,4/25/2005,29.83,t244pz-3_14,1
T244PZ-3,7/26/2005,25.46,t244pz-3_15,1
T244PZ-3,11/14/2005,26.44,t244pz-3_16,1
T244PZ-3,2/15/2006,30.29,t244pz-3_17,1
T244U-1,1/16/2002,38.38,t244u-1_1,1
T244U-1,4/17/2002,37.37,t244u-1_2,1
T244U-1,7/15/2002,35.78,t244u-1_3,1
T244U-1,11/1/2002,34.78,t244u-1_4,1
T244U-1,1/31/2003,38.01,t244u-1_5,1
T244U-1,4/16/2003,40.54,t244u-1_6,1
T244U-1,7/16/2003,36.36,t244u-1_7,1
T244U-1,10/27/2003,35.03,t244u-1_8,1
T244U-1,1/22/2004,37.61,t244u-1_9,1
T244U-1,4/19/2004,36.24,t244u-1_10,1
T244U-1,7/22/2004,34.69,t244u-1_11,1
T244U-1,10/26/2004,37.39,t244u-1_12,1
T244U-1,1/19/2005,38.75,t244u-1_13,1
T244U-1,4/25/2005,38.09,t244u-1_14,1
T244U-1,7/26/2005,36.37,t244u-1_15,1
T244U-1,11/14/2005,35.79,t244u-1_16,1
T244U-1,2/15/2006,38.37,t244u-1_17,1
T250MW-4,1/30/2006,349.21,t250mw-4_1,1
T250MW-4,5/4/2006,348.02,t250mw-4_2,1
T250MW-4,8/26/2006,344.53,t250mw-4_3,1
T250MW-4,10/30/2006,344.48,t250mw-4_4,1
T250MW-4,2/9/2007,346.07,t250mw-4_5,1
T250MW-4,5/11/2007,345.63,t250mw-4_6,1
T250MW-4,8/10/2007,344.45,t250mw-4_7,1
T250MW-4,11/16/2007,344.68,t250mw-4_8,1
T250MW-4,2/8/2008,350.57,t250mw-4_9,1
T250MW-4,5/9/2008,345.35,t250mw-4_10,1
T250MW-4,8/8/2008,344.5,t250mw-4_11,1
T250MW-4,11/7/2008,344.75,t250mw-4_12,1
T250MW-4,2/6/2009,345.08,t250mw-4_13,1
T250MW-4,5/8/2009,346.95,t250mw-4_14,1
T250MW-4,7/22/2009,344.71,t250mw-4_15,1
T250MW-4,1/26/2010,351.38,t250mw-4_16,1
T250MW-4,7/6/2010,345.41,t250mw-4_17,1
T250MW-4,1/20/2011,348.9,t250mw-4_18,1
T250MW-4,4/11/2011,349.47,t250mw-4_19,1
T250MW-4,7/6/2011,345.9,t250mw-4_20,1
T250MW-4,9/28/2011,344.47,t250mw-4_21,1
T250MW-4,10/17/2011,344.66,t250mw-4_22,1
T250MW-4,11/7/2011,344.67,t250mw-4_23,1
T250MW-4,12/7/2011,344.63,t250mw-4_24,1
T250MW-4,12/29/2011,344.44,t250mw-4_25,1
T250MW-4,1/9/2012,344.76,t250mw-4_26,1
T250MW-4,7/10/2012,344.76,t250mw-4_27,1
T250MW-4,10/4/2012,344.58,t250mw-4_28,1
T250MW-4,1/8/2013,349.72,t250mw-4_29,1
T250MW-4,4/4/2013,346.52,t250mw-4_30,1
T250MW-4,7/9/2013,344.79,t250mw-4_31,1
T250MW-4,10/2/2013,344.72,t250mw-4_32,1
T250MW-4,10/22/2013,344.73,t250mw-4_33,1
T250MW-4,11/21/2013,344.78,t250mw-4_34,1
T250MW-4,12/19/2013,344.78,t250mw-4_35,1
T250MW-4,1/2/2014,344.74,t250mw-4_36,1
T250MW-4,1/20/2014,344.67,t250mw-4_37,1
T256MW-4,1/4/2005,16.63,t256mw-4_1,1
T256MW-4,4/20/2005,10.99,t256mw-4_2,1
T256MW-4,8/23/2005,9.49,t256mw-4_3,1
T256MW-4,11/28/2005,10.07,t256mw-4_4,1
T256MW-4,2/9/2006,12.5,t256mw-4_5,1
T256MW-4,5/15/2006,10.65,t256mw-4_6,1
T256MW-4,8/18/2006,9.91,t256mw-4_7,1
T256MW-4,11/6/2006,10.01,t256mw-4_8,1
T256MW-4,2/7/2007,10.23,t256mw-4_9,1
T256MW-4,5/7/2007,11.22,t256mw-4_10,1
T256MW-4,8/8/2007,9.97,t256mw-4_11,1
T256MW-4,11/18/2007,6.74,t256mw-4_12,1
T256MW-4,2/12/2008,10.65,t256mw-4_13,1
T256MW-4,5/14/2008,6.03,t256mw-4_14,1
T256MW-4,9/11/2008,5.63,t256mw-4_15,1
T256MW-4,11/24/2008,6.24,t256mw-4_16,1
T256MW-4,2/17/2009,11.3,t256mw-4_17,1
T256MW-4,5/13/2009,10.82,t256mw-4_18,1
T256MW-4,7/30/2009,8.83,t256mw-4_19,1
T256MW-4,11/11/2009,9.47,t256mw-4_20,1
T256MW-4,2/2/2010,13.69,t256mw-4_21,1
T256MW-4,4/28/2010,12.02,t256mw-4_22,1
T256MW-4,7/27/2010,10.07,t256mw-4_23,1
T256MW-4,10/12/2010,9.55,t256mw-4_24,1
T256MW-8,1/4/2005,1.32,t256mw-8_1,1
T256MW-8,4/20/2005,11.08,t256mw-8_2,1
T256MW-8,8/23/2005,9.02,t256mw-8_3,1
T256MW-8,11/28/2005,9.47,t256mw-8_4,1
T256MW-8,2/9/2006,12.32,t256mw-8_5,1
T256MW-8,5/15/2006,10.6,t256mw-8_6,1
T256MW-8,8/18/2006,9.43,t256mw-8_7,1
T256MW-8,11/6/2006,9.64,t256mw-8_8,1
T256MW-8,2/7/2007,8.81,t256mw-8_9,1
T256MW-8,5/7/2007,10.44,t256mw-8_10,1
T256MW-8,8/8/2007,9.25,t256mw-8_11,1
T256MW-8,11/18/2007,8.56,t256mw-8_12,1
T256MW-8,2/12/2008,11.99,t256mw-8_13,1
T256MW-8,5/14/2008,9.12,t256mw-8_14,1
T256MW-8,9/11/2008,8.46,t256mw-8_15,1
T256MW-8,11/24/2008,8.81,t256mw-8_16,1
T256MW-8,2/17/2009,13.45,t256mw-8_17,1
T256MW-8,5/13/2009,10.58,t256mw-8_18,1
T256MW-8,7/30/2009,9.04,t256mw-8_19,1
T256MW-8,11/11/2009,9.47,t256mw-8_20,1
T256MW-8,2/2/2010,13.1,t256mw-8_21,1
T256MW-8,4/28/2010,11.67,t256mw-8_22,1
T256MW-8,7/27/2010,9.49,t256mw-8_23,1
T256MW-8,10/12/2010,9.52,t256mw-8_24,1
T259ML5-5,4/4/2002,330.34,t259ml5-5_1,1
T259ML5-5,5/13/2002,330.32,t259ml5-5_2,1
T259ML5-5,10/15/2002,329.02,t259ml5-5_3,1
T259MW12,,332.34,t259mw12_1,1
T259MW13,,330.65,t259mw13_1,1
T259MW2,5/13/2002,328.18,t259mw2_1,1
T259MW2,10/15/2002,325.85,t259mw2_2,1
T259MW6,5/13/2002,329.6,t259mw6_1,1
T259MW6,10/15/2002,328.25,t259mw6_2,1
T262MW-3,12/6/2001,40.02,t262mw-3_1,1
T262MW-3,3/1/2002,38.82,t262mw-3_2,1
T262MW-3,4/15/2002,38.78,t262mw-3_3,1
T262MW-3,7/22/2002,37.72,t262mw-3_4,1
T262MW-3,11/11/2002,38.64,t262mw-3_5,1
T262MW-3,3/5/2003,38.5,t262mw-3_6,1
T262MW-3,2/25/2004,39.26,t262mw-3_7,1
T262MW-3,5/25/2004,38.22,t262mw-3_8,1
T262MW-3,8/31/2004,37.62,t262mw-3_9,1
T262MW-3,11/29/2004,38.49,t262mw-3_10,1
T262MW-3,3/3/2005,38.93,t262mw-3_11,1
T262MW-3,6/22/2005,37.51,t262mw-3_12,1
T262MW-3,9/23/2005,37.84,t262mw-3_13,1
T262MW-3,11/3/2005,38.09,t262mw-3_14,1
T262MW-3,2/23/2006,38.83,t262mw-3_15,1
T262MW-3,5/23/2006,37.97,t262mw-3_16,1
T262MW-3,8/4/2006,37.86,t262mw-3_17,1
T262MW-3,10/30/2006,37.72,t262mw-3_18,1
T262MW-3,2/2/2007,38.72,t262mw-3_19,1
T262MW-3,5/18/2007,38.2,t262mw-3_20,1
T262MW-3,7/5/2007,37.75,t262mw-3_21,1
T262MW-3,10/5/2007,37.84,t262mw-3_22,1
T284MW-1,3/13/2002,17.85,t284mw-1_1,1
T284MW-1,6/13/2002,15.9,t284mw-1_2,1
T284MW-1,9/16/2002,15.01,t284mw-1_3,1
T284MW-1,2/13/2003,17.06,t284mw-1_4,1
T284MW-1,5/28/2003,18.16,t284mw-1_5,1
T284MW-1,8/26/2003,15.71,t284mw-1_6,1
T284MW-1,11/24/2003,15.15,t284mw-1_7,1
T284MW-1,2/26/2004,18.55,t284mw-1_8,1
T284MW-1,5/13/2004,16.29,t284mw-1_9,1
T284MW-1,8/26/2004,14.18,t284mw-1_10,1
T284MW-1,11/19/2004,16.43,t284mw-1_11,1
T284MW-1,2/28/2005,17.6,t284mw-1_12,1
T284MW-1,5/26/2005,20.11,t284mw-1_13,1
T284MW-1,8/30/2005,17.33,t284mw-1_14,1
T284MW-1,11/22/2005,16.66,t284mw-1_15,1
T284MW-1,2/27/2006,19.22,t284mw-1_16,1
T284MW-1,5/25/2006,17.99,t284mw-1_17,1
T284MW-1,8/30/2006,17.91,t284mw-1_18,1
T293MW-1,12/28/2005,161.87,t293mw-1_1,0
T293MW-1,4/26/2006,162.48,t293mw-1_2,0
T293MW-1,6/27/2006,161.53,t293mw-1_3,0
T317MW-2,1/15/2008,5.81,t317mw-2_1,1
T317MW-2,4/23/2008,2.91,t317mw-2_2,1
T317MW-2,7/11/2008,2.46,t317mw-2_3,1
T317MW-2,10/16/2008,2.39,t317mw-2_4,1
T317MW-2,3/18/2009,5.9,t317mw-2_5,1
T317MW-2,3/26/2009,3,t317mw-2_6,1
T317MW-2,9/21/2009,2.46,t317mw-2_7,1
T317MW-2,9/24/2010,1.48,t317mw-2_8,1
T317MW-2,3/16/2011,8.53,t317mw-2_9,1
T317MW-4,3/26/2010,3.14,t317mw-4_1,1
T317MW-4,9/24/2010,1.68,t317mw-4_2,1
T317MW-4,3/16/2011,8.98,t317mw-4_3,1
T7200MW-4,9/30/2008,26.05,t7200mw-4_1,1
T7200MW-4,12/16/2008,25.09,t7200mw-4_2,1
T7200MW-4,3/10/2009,45.96,t7200mw-4_3,1
T7200MW-4,6/9/2009,41.78,t7200mw-4_4,1
T7200MW-4,1/8/2010,34.28,t7200mw-4_5,1
T7200MW-4,12/9/2010,37.21,t7200mw-4_6,1
T7200MW-4,6/7/2011,45.56,t7200mw-4_7,1
T7200MW-4,10/25/2011,35.08,t7200mw-4_8,1
T7200MW-4,4/25/2012,50.15,t7200mw-4_9,1
T7200MW-4,12/6/2012,37.13,t7200mw-4_10,1
T7200MW-4,4/9/2013,42.78,t7200mw-4_11,1
T7200MW-4,11/12/2013,23.26,t7200mw-4_12,1
T7200MW-4,6/4/2014,41.28,t7200mw-4_13,1
T7200MW-4,12/16/2014,41.45,t7200mw-4_14,1
T7200MW-4,6/11/2015,34.04,t7200mw-4_15,1
T7200MW-4,12/15/2015,22.61,t7200mw-4_16,1
T7200MW-4,3/30/2016,50.27,t7200mw-4_17,1
T7200MW-4,8/30/2016,25.26,t7200mw-4_18,1
T7200MW-4,3/23/2017,49.58,t7200mw-4_19,1
T7200MW-4,10/30/2017,22.66,t7200mw-4_20,1
T7200MW-4,3/12/2018,33.87,t7200mw-4_21,1
T7200MW8D,11/12/2013,20.61,t7200mw8d_1,1
T7200MW8D,6/4/2014,34.51,t7200mw8d_2,1
T7200MW8D,12/16/2014,36.98,t7200mw8d_3,1
T7200MW8D,6/11/2015,32.39,t7200mw8d_4,1
T7200MW8D,12/15/2015,22.17,t7200mw8d_5,1
T7200MW8D,3/30/2016,46.34,t7200mw8d_6,1
T7200MW8D,8/30/2016,23.5,t7200mw8d_7,1
T7200MW8D,3/23/2017,46.85,t7200mw8d_8,1
T7200MW8D,10/30/2017,21.09,t7200mw8d_9,1
T7200MW8D,3/12/2018,31,t7200mw8d_10,1
T7200MW8D,10/24/2018,19.02,t7200mw8d_11,1
T859MW-6,11/17/2003,40.27,t859mw-6_1,1
T859MW-6,2/19/2004,42.25,t859mw-6_2,1
W1,1/1/2009,128.476432,w1_1,1
W1,2/1/2009,139.176432,w1_2,1
W1,3/1/2009,151.001432,w1_3,1
W1,4/1/2009,149.226432,w1_4,1
W1,5/1/2009,146.076432,w1_5,1
W1,6/1/2009,148.396432,w1_6,1
W1,7/1/2009,150.476432,w1_7,1
W1,8/1/2009,143.326432,w1_8,1
W1,9/1/2009,134.126432,w1_9,1
W1,10/1/2009,136.576432,w1_10,1
W1,11/1/2009,143.951432,w1_11,1
W1,12/1/2009,143.901432,w1_12,1
W1,1/1/2010,147.201432,w1_13,1
W1,2/1/2010,152.201432,w1_14,1
W1,3/1/2010,154.516432,w1_15,1
W1,4/1/2010,154.451432,w1_16,1
W1,5/1/2010,153.851432,w1_17,1
W1,6/1/2010,152.596432,w1_18,1
W1,7/1/2010,148.776432,w1_19,1
W1,8/1/2010,144.826432,w1_20,1
W1,9/1/2010,142.051432,w1_21,1
W1,10/1/2010,137.876432,w1_22,1
W1,11/1/2010,145.626432,w1_23,1
W1,12/1/2010,147.876432,w1_24,1
W1,1/1/2011,153.376432,w1_25,1
W1,2/1/2011,153.676432,w1_26,1
W1,3/1/2011,157.256432,w1_27,1
W1,4/1/2011,157.276432,w1_28,1
W1,5/1/2011,154.026432,w1_29,1
W1,6/1/2011,152.876432,w1_30,1
W1,7/1/2011,149.276432,w1_31,1
W1,8/1/2011,145.301432,w1_32,1
W1,9/1/2011,142.451432,w1_33,1
W1,10/1/2011,141.626432,w1_34,1
W1,11/1/2011,142.276432,w1_35,1
W1,12/1/2011,144.526432,w1_36,1
W1,1/1/2012,146.536432,w1_37,1
W1,2/1/2012,148.396432,w1_38,1
W1,3/1/2012,150.026432,w1_39,1
W1,4/1/2012,153.516432,w1_40,1
W1,5/1/2012,152.2097653,w1_41,1
W1,6/1/2012,148.251432,w1_42,1
W1,7/1/2012,144.951432,w1_43,1
W1,8/1/2012,142.376432,w1_44,1
W1,11/1/2012,142.826432,w1_45,1
W1,12/1/2012,149.9430987,w1_46,1
W1,1/1/2013,153.7097653,w1_47,1
W1,2/1/2013,153.156432,w1_48,1
W1,3/1/2013,152.226432,w1_49,1
W1,4/1/2013,150.026432,w1_50,1
W1,5/1/2013,146.096432,w1_51,1
W1,6/1/2013,143.376432,w1_52,1
W1,7/1/2013,141.701432,w1_53,1
W1,8/1/2013,141.076432,w1_54,1
W1,9/1/2013,139.3430987,w1_55,1
W1,10/1/2013,138.0430987,w1_56,1
W1,11/1/2013,139.426432,w1_57,1
W1,12/1/2013,136.676432,w1_58,1
W1,1/1/2014,133.936432,w1_59,1
W1,2/1/2014,143.201432,w1_60,1
W1,3/1/2014,149.256432,w1_61,1
W1,4/1/2014,149.751432,w1_62,1
W1,5/1/2014,150.056432,w1_63,1
W1,6/1/2014,148.416432,w1_64,1
W1,7/1/2014,142.8430987,w1_65,1
W1,8/1/2014,132.426432,w1_66,1
W1,9/1/2014,124.426432,w1_67,1
W1,10/1/2014,123.7597653,w1_68,1
W1,11/1/2014,124.7097653,w1_69,1
W1,12/1/2014,143.076432,w1_70,1
W1,1/1/2015,150.751432,w1_71,1
W1,2/1/2015,151.801432,w1_72,1
W1,3/1/2015,152.001432,w1_73,1
W1,4/1/2015,148.596432,w1_74,1
W1,5/1/2015,145.936432,w1_75,1
W1,6/1/2015,146.996432,w1_76,1
W1,7/1/2015,143.876432,w1_77,1
W1,8/1/2015,134.676432,w1_78,1
W1,9/1/2015,128.976432,w1_79,1
W1,10/1/2015,123.676432,w1_80,1
W1,11/1/2015,130.751432,w1_81,1
W1,12/1/2015,138.551432,w1_82,1
W1,1/1/2016,148.376432,w1_83,1
W1,2/1/2016,151.056432,w1_84,1
W1,3/1/2016,155.6097653,w1_85,1
W1,4/1/2016,154.656432,w1_86,1
W1,5/1/2016,153.151432,w1_87,1
W1,6/1/2016,149.196432,w1_88,1
W1,7/1/2016,144.776432,w1_89,1
W1,8/1/2016,148.876432,w1_90,1
W1,9/1/2016,151.116432,w1_91,1
W1,10/1/2016,151.156432,w1_92,1
W1,11/1/2016,149.751432,w1_93,1
W1,12/1/2016,148.8097653,w1_94,1
W1,1/1/2017,157.251432,w1_95,1
W1,2/1/2017,159.416432,w1_96,1
W1,3/1/2017,156.6430987,w1_97,1
W1,4/1/2017,155.6097653,w1_98,1
W1,5/1/2017,154.136432,w1_99,1
W1,6/1/2017,152.916432,w1_100,1
W1,7/1/2017,151.296432,w1_101,1
W1,8/1/2017,146.776432,w1_102,1
W1,9/1/2017,143.696432,w1_103,1
W1,10/1/2017,141.8430987,w1_104,1
W1,11/1/2017,141.176432,w1_105,1
W1,12/1/2017,147.651432,w1_106,1
W1,1/1/2018,146.1097653,w1_107,1
W1,2/1/2018,146.4597653,w1_108,1
W1,3/1/2018,146.926432,w1_109,1
W1,4/1/2018,150.801432,w1_110,1
W1,5/1/2018,151.776432,w1_111,1
W1,6/1/2018,151.1097653,w1_112,1
W1,7/1/2018,146.651432,w1_113,1
W1,8/1/2018,142.176432,w1_114,1
W1,9/1/2018,141.4430987,w1_115,1
W1,10/1/2018,141.9097653,w1_116,1
W1,11/1/2018,142.576432,w1_117,1
W1,12/1/2018,147.1097653,w1_118,1
W1,1/1/2019,149.776432,w1_119,1
W1,2/1/2019,154.956432,w1_120,1
W1,3/1/2019,158.856432,w1_121,1
W1,4/1/2019,156.076432,w1_122,1
W1,5/1/2019,154.076432,w1_123,1
W1,6/1/2019,152.636432,w1_124,1
W1,7/1/2019,151.376432,w1_125,1
W1,8/1/2019,146.576432,w1_126,1
W1,9/1/2019,142.501432,w1_127,1
W2,3/1/2009,149.319787,w2_1,1
W2,4/1/2009,147.494787,w2_2,1
W2,5/1/2009,144.5364537,w2_3,1
W2,2/1/2010,150.894787,w2_4,1
W2,3/1/2010,153.369787,w2_5,1
W2,4/1/2010,153.294787,w2_6,1
W2,5/1/2010,152.519787,w2_7,1
W2,6/1/2010,150.809787,w2_8,1
W2,7/1/2010,147.289787,w2_9,1
W2,1/1/2011,152.069787,w2_10,1
W2,2/1/2011,151.844787,w2_11,1
W2,3/1/2011,156.729787,w2_12,1
W2,4/1/2011,156.989787,w2_13,1
W2,5/1/2011,152.969787,w2_14,1
W2,6/1/2011,151.149787,w2_15,1
W2,7/1/2011,148.049787,w2_16,1
W2,4/1/2012,151.389787,w2_17,1
W2,5/1/2012,150.6031203,w2_18,1
W2,6/1/2012,146.494787,w2_19,1
W2,7/1/2012,144.169787,w2_20,1
W2,12/1/2012,146.0364537,w2_21,1
W2,1/1/2013,152.869787,w2_22,1
W2,2/1/2013,151.209787,w2_23,1
